"Calendar year","Month","ABS remoteness area","Cause of injury","Age group","Sex","Road user","Counterparty","Count of cases","Bed days","Died_cases","Died_bed_days","Hospitalisations"
2018,"February","Major Cities","Traffic","40-64","Male","Pedal cyclist","Fixed or stationary object",9,42,0,0,9
2018,"February","Major Cities","Traffic","40-64","Male","Pedal cyclist","Heavy transport vehicle or bus",0,10,0,0,0
2018,"February","Major Cities","Traffic","40-64","Male","Pedal cyclist","Non-collision transport accident",68,219,0,0,68
2018,"February","Major Cities","Traffic","40-64","Male","Pedal cyclist","Other and unspecified transport accidents",34,96,0,0,34
2018,"February","Major Cities","Traffic","40-64","Male","Pedal cyclist","Pedal cycle",6,15,0,0,6
2018,"February","Major Cities","Traffic","40-64","Male","Pedestrian","2- or 3- wheeled motor vehicle",1,1,0,0,1
2018,"February","Major Cities","Traffic","40-64","Male","Pedestrian","Car, pick-up truck or van",11,172,0,0,11
2018,"February","Major Cities","Traffic","40-64","Male","Pedestrian","Pedestrian or animal",1,3,0,0,1
2018,"February","Major Cities","Traffic","40-64","Male","Pedestrian","Train",1,1,0,0,1
2018,"February","Major Cities","Traffic","40-64","Male","Pick-up truck or van occupant","Car, pick-up truck or van",2,4,0,0,2
2018,"February","Major Cities","Traffic","40-64","Male","Pick-up truck or van occupant","Other non-motor vehicle",0,15,0,0,0
2018,"February","Major Cities","Traffic","65-74","Female","Bus occupant","Non-collision transport accident",0,2,0,0,0
2018,"February","Major Cities","Traffic","65-74","Female","Car driver","Car, pick-up truck or van",26,108,0,0,26
2018,"February","Major Cities","Traffic","65-74","Female","Car driver","Fixed or stationary object",8,43,0,0,8
2018,"February","Major Cities","Traffic","65-74","Female","Car driver","Non-collision transport accident",1,1,0,0,1
2018,"February","Major Cities","Traffic","65-74","Female","Car passenger","Car, pick-up truck or van",10,195,0,0,10
2018,"February","Major Cities","Traffic","65-74","Female","Car passenger","Fixed or stationary object",3,4,0,0,3
2018,"February","Major Cities","Traffic","65-74","Female","Car passenger","Non-collision transport accident",1,2,0,0,1
